post_id,url,post_date,post_type,is_urgent,seller_type,property_type,project_name,price,price_per_m2,area,area_used,floors,bedrooms,bathrooms,frontage,acces_road,house_direction,balcony_direction,floors_apartment,year_built,address_full,street,ward,district,city,legal_status,furniture_state,has_garage,has_pool,has_elevator,has_security,has_parking,management_fee,has_swimming_pool,has_gym,has_supermarket,building_density,crawled_at,source
,https://mogi.vn/quan-10/mua-can-ho-chung-cu/ban-can-ho-2pn-co-ban-cong-full-noi-that-gia-full-112-5-8-ty-id21793713,,,,,Bán căn hộ 2PN có ban công full nội thất giá full 112% -5.8 tỷ - Mogi.vn,,5800,80.5556,72,,,2,2,,,,,,,"Tô Hiến Thành, Phường 14, Quận 10, TPHCM",,Phường 14,Quận 10,TPHCM,Hợp đồng mua bán,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-sky-garden-phu-my-hung-q7-tp-hcm-3pn-2wc-gia-chi-5-8-ty-id22738103,,,,,Bán Căn Hộ Sky Garden Phú Mỹ Hưng Q7 - Tp.HCM 3pn 2wc Giá Chỉ 5.8 tỷ - Mogi.vn,,5800,80.5556,72,,,2,2,,,,,,,"Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-nhanh-can-ho-cao-cap-riverside-residence-phu-my-hung-quan-7-id22666575,,,,,"Bán nhanh căn hộ cao cấp Riverside Residence, Phú Mỹ Hưng, Quận 7 - Mogi.vn",,14500,80.5556,180,,,3,2,,,,,,,"Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/duy-nhat-can-goc-2pn-view-ho-boi-cc-scenic-valley-1-id22674228,,,,,Duy nhất căn góc 2PN view hồ boi cc Scenic Valley 1 - Mogi.vn,,6200,80.5195,77,,,2,2,,,,,,,"Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-scenic-valley-2pn-dt-77-m2-gia-6-2-ty-id22637699,,,,,"Bán căn hộ Scenic Valley, 2PN DT 77 m2, giá 6,2 tỷ - Mogi.vn",,6200,80.5195,77,,,2,2,,,,,,,"Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",,Phường Tân Phú,Quận 7,TPHCM,Hợp đồng mua bán,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/can-ban-can-ho-my-khanh-4-phu-my-hung-gia-tot-id22743057,,,,,"Cần bán căn hộ mỹ khánh 4, phú mỹ hưng Gía tốt - Mogi.vn",,9500,80.5085,118,,,3,,,,,,,,"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/hot-hot-re-hon-2ty-ban-gap-can-ho-3pn-2wc-tai-my-khanh-4-id22738914,,,,,"Hot hot rẻ hơn 2tỷ bán gấp căn hộ 3PN, 2WC tại Mỹ khánh 4 - Mogi.vn",,9500,80.5085,118,,,3,2,,,,,,,"Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-ch-my-khanh-duong-nguyen-duc-canh-phu-my-hung-gia-tot-de-o-118m2-id22712610,,,,,Bán CH Mỹ Khánh đường Nguyễn Đức Cảnh Phú Mỹ Hưng giá tốt để ở 118m2 - Mogi.vn,,9500,80.5085,118,,,3,2,,,,,,,"Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-ch-my-khanh-duong-nguyen-duc-canh-phu-my-hung-gia-tot-de-o-118m2-id22716113,,,,,Bán CH Mỹ Khánh đường Nguyễn Đức Cảnh Phú Mỹ Hưng giá tốt để ở 118m2 - Mogi.vn,,9500,80.5085,118,,,3,2,,,,,,,"Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
,https://mogi.vn/quan-7/mua-can-ho-chung-cu/ban-can-ho-my-khanh-1-phu-my-hung-lau-cao-view-thoang-gia-tot-de-o-id22716104,,,,,"Bán căn hộ Mỹ khánh 1, Phú Mỹ Hưng lầu cao view thoáng giá tốt để ở - Mogi.vn",,9500,80.5085,118,,,3,2,,,,,,,"Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",,Phường Tân Phong,Quận 7,TPHCM,Sổ hồng,,,,,,,,,,,,,mogi.vn
